step,total_cells,empty_sites,occupied_density,committed_cells,committed_density,undetermined_cells,undetermined_density,decommitted_cells,decommitted_density,uncommitted_cells,uncommitted_density,n_clusters_present,largest_cluster,cluster_0_size,cluster_1_size,cluster_2_size,cluster_3_size,cluster_4_size,cluster_5_size,cluster_6_size,cluster_7_size,T1,T2,I,R,M,K,S,seed
98,1,2399,0.0004166666666666,1,0.0004166666666666,0,0.0,0,0.0,0,0.0,1,1,1,0,0,0,0,0,0,0,0.7812559778158704,1.1017191494661829,0.2330738801934157,0.2330539420083409,0.2039402211506294,0.1631825325806948,0.2001310979906342,101
99,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
100,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
101,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
102,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
103,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
104,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
105,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
106,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
107,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
108,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
109,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
110,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
111,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
112,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
113,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
114,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
115,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
116,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
117,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
118,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
119,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
0,30,2370,0.0125,0,0.0,30,0.0125,0,0.0,30,0.0125,0,0,0,0,0,0,0,0,0,0,0.8814317329649902,0.4443370146432903,0.5341484410492509,0.5652195912411211,0.562046619552024,0.3697407672487868,0.3804112183129939,104
1,49,2351,0.0204166666666666,0,0.0,49,0.0204166666666666,0,0.0,49,0.0204166666666666,0,0,0,0,0,0,0,0,0,0,0.6256729596956754,0.2681040692932415,0.3241537462390116,0.3356614460227789,0.335238315296342,0.2313758380412026,0.2267477595627544,104
2,53,2347,0.0220833333333333,0,0.0,53,0.0220833333333333,0,0.0,53,0.0220833333333333,0,0,0,0,0,0,0,0,0,0,0.7302751143898367,0.2778752727515463,0.3057773344195059,0.3119673338491363,0.3166533569198067,0.2168317383593543,0.214767838562212,104
3,60,2340,0.025,22,0.0091666666666666,38,0.0158333333333333,0,0.0,38,0.0158333333333333,6,5,4,2,0,0,4,3,5,4,0.7820507888337238,0.2587108418374793,0.2722015597541898,0.2817802979753999,0.287484907835346,0.2008016936702458,0.1952768189526942,104
4,67,2333,0.0279166666666666,25,0.0104166666666666,42,0.0175,0,0.0,42,0.0175,6,5,4,3,0,0,5,4,5,4,0.8343704836630028,0.2479162008839384,0.2788350430127211,0.2731365736967416,0.277887656089303,0.2014605050437402,0.183442660691829,104
5,78,2322,0.0325,41,0.0170833333333333,37,0.0154166666666666,0,0.0,37,0.0154166666666666,7,17,17,3,2,0,6,4,5,4,0.8401945524750375,0.234119832221814,0.2739370704000329,0.2580236434891541,0.2615324628652002,0.1989457481955449,0.1683575461344314,104
6,92,2308,0.0383333333333333,54,0.0225,38,0.0158333333333333,0,0.0,38,0.0158333333333333,7,24,24,5,2,0,7,6,6,4,0.83324734699786,0.2235131763257755,0.2670871424622861,0.2450314578646595,0.239675068799557,0.1906030540491205,0.155280910696349,104
7,107,2293,0.0445833333333333,67,0.0279166666666666,40,0.0166666666666666,0,0.0,40,0.0166666666666666,7,31,31,8,2,0,9,7,6,4,0.8392540495519619,0.2246625327081702,0.2707983341461923,0.2390948593672634,0.2326630405211716,0.1941169141581548,0.148195710975982,104
8,112,2288,0.0466666666666666,76,0.0316666666666666,36,0.015,0,0.0,36,0.015,7,35,35,8,2,0,12,8,7,4,0.9375255094015584,0.2516696598196141,0.2972507098114553,0.2611567071963999,0.2470408223876631,0.2139357048516894,0.1588048959039071,104
9,120,2280,0.05,90,0.0375,30,0.0125,0,0.0,30,0.0125,7,43,43,8,2,0,13,10,9,5,0.9980440179161622,0.2620025142484759,0.3166466498073134,0.278349256504489,0.2587784381118175,0.2256477691288339,0.1645254482809409,104
10,138,2262,0.0575,112,0.0466666666666666,26,0.0108333333333333,0,0.0,26,0.0108333333333333,7,56,56,10,4,0,14,11,10,7,0.9765854100042024,0.2554802285422857,0.3189547459381788,0.2749525207848293,0.2548139409405951,0.2279345123122447,0.1590540444233102,104
11,155,2245,0.0645833333333333,136,0.0566666666666666,19,0.0079166666666666,0,0.0,19,0.0079166666666666,7,71,71,10,6,0,19,12,10,8,0.982547661153428,0.2615396411932378,0.3235347561865255,0.2784548402705521,0.2541335516222272,0.234134010640516,0.1588954214819159,104
12,176,2224,0.0733333333333333,157,0.0654166666666666,19,0.0079166666666666,0,0.0,19,0.0079166666666666,7,79,79,10,6,0,28,14,12,8,0.9761644711346494,0.2662771587866854,0.3234910470153652,0.2806924241476881,0.2534857569234826,0.2353111477046726,0.1574545613596761,104
13,204,2196,0.085,185,0.0770833333333333,19,0.0079166666666666,0,0.0,19,0.0079166666666666,7,97,97,13,6,0,33,16,12,8,0.950548075304376,0.2660504997637796,0.3246674032272261,0.2793598166759288,0.2439876340534074,0.2315931243530203,0.1531755311333318,104
14,223,2177,0.0929166666666666,210,0.0875,13,0.0054166666666666,0,0.0,13,0.0054166666666666,7,111,111,14,12,0,34,18,13,8,0.9862762991339544,0.2874926984602237,0.3396478767886066,0.2941153701956909,0.2540217968479478,0.2376677819674119,0.1592269648629449,104
15,240,2160,0.1,228,0.095,12,0.005,0,0.0,12,0.005,7,117,117,16,12,0,37,22,16,8,1.0310056471071656,0.3078657690873618,0.3576934308765294,0.3132303571192603,0.263383599306301,0.2467458661363874,0.1668670145218173,104
16,257,2143,0.1070833333333333,247,0.1029166666666666,10,0.0041666666666666,0,0.0,10,0.0041666666666666,7,123,123,16,14,0,41,26,17,10,1.0733346456315314,0.3262218137076662,0.3754614569632339,0.3324593336212255,0.2745981740672891,0.2566564176121083,0.1746185963375051,104
17,288,2112,0.12,280,0.1166666666666666,8,0.0033333333333333,0,0.0,8,0.0033333333333333,7,137,137,17,14,0,53,28,18,13,1.0593718335646076,0.3262052274673028,0.3759243097753009,0.3355508670267959,0.2760016479919621,0.260059305249957,0.1735435604821331,104
18,321,2079,0.13375,316,0.1316666666666666,5,0.0020833333333333,0,0.0,5,0.0020833333333333,7,152,152,19,17,0,61,31,21,15,1.05299677893542,0.3345806696558405,0.3805979056095748,0.3407019384609852,0.2753957703180352,0.2612137910958647,0.1742815175570419,104
19,360,2040,0.15,356,0.1483333333333333,4,0.0016666666666666,0,0.0,4,0.0016666666666666,7,170,170,21,22,0,70,36,21,16,1.0410349696920318,0.3404343207321456,0.3832118832488657,0.3432922949688924,0.2749556179504961,0.2618977915600427,0.1737687103872925,104
20,393,2007,0.16375,390,0.1625,3,0.00125,0,0.0,3,0.00125,7,183,183,25,25,0,77,43,21,16,1.0583469526982936,0.3579153178555093,0.3947256893030517,0.3557903429028795,0.2804202268772533,0.2663583337364116,0.178269447834911,104
21,428,1972,0.1783333333333333,426,0.1775,2,0.0008333333333333,0,0.0,2,0.0008333333333333,7,196,196,28,28,0,87,48,23,16,1.074327635853354,0.3777631960876019,0.4046187575230334,0.3682344597959635,0.2848680650922429,0.2714613321691788,0.1831292449877449,104
22,472,1928,0.1966666666666666,470,0.1958333333333333,2,0.0008333333333333,0,0.0,2,0.0008333333333333,7,213,213,33,28,0,103,51,26,16,1.073026372459768,0.3875897947731873,0.4106998913364221,0.3749539032069516,0.2848497662156833,0.2725114635164304,0.184623972562442,104
23,512,1888,0.2133333333333333,512,0.2133333333333333,0,0.0,0,0.0,0,0.0,7,231,231,34,32,0,118,55,26,16,1.08876633172572,0.4049221578508785,0.4224488318644216,0.3869475943294023,0.2877922583761865,0.2767092867415082,0.1891667747940704,104
24,553,1847,0.2304166666666666,553,0.2304166666666666,0,0.0,0,0.0,0,0.0,7,247,247,35,36,0,130,60,27,18,1.1052727584493915,0.4231467094714011,0.4339853734641465,0.4000134994232894,0.2915109719717799,0.2807246859788995,0.1941048090867464,104
25,583,1817,0.2429166666666666,583,0.2429166666666666,0,0.0,0,0.0,0,0.0,7,254,254,37,38,0,137,66,29,22,1.1454765636932511,0.449722328137078,0.4538031784049677,0.4218324909889124,0.3021895120438058,0.289706971433531,0.2032337907220737,104
26,631,1769,0.2629166666666667,631,0.2629166666666667,0,0.0,0,0.0,0,0.0,7,268,268,38,43,0,147,74,33,28,1.1476693335317845,0.4600908170737318,0.4594712358595103,0.429982823749549,0.303498745564024,0.2939079061379764,0.2059081261913312,104
27,684,1716,0.285,684,0.285,0,0.0,0,0.0,0,0.0,7,286,286,39,52,0,160,85,34,28,1.1460897264917096,0.4729262792634101,0.4652285191078177,0.4363093976566998,0.3044666002090953,0.2962134003680717,0.208385807802525,104
28,741,1659,0.30875,741,0.30875,0,0.0,0,0.0,0,0.0,7,307,307,43,58,0,178,90,35,30,1.1433898743899982,0.4888764069022333,0.4700740766794148,0.4428978222855391,0.3057250411550984,0.2980344674386667,0.2110551390884188,104
29,791,1609,0.3295833333333333,791,0.3295833333333333,0,0.0,0,0.0,0,0.0,7,321,321,45,64,0,198,95,37,31,1.15625747688919,0.5121968088029071,0.4798439085122357,0.455155966938063,0.3112084202451002,0.3028073846807556,0.2165470806246694,104
30,825,1575,0.34375,825,0.34375,0,0.0,0,0.0,0,0.0,7,332,332,48,68,0,206,100,39,32,1.1921929760616303,0.5478411008324722,0.5003868608666919,0.4773304213661443,0.322305587907196,0.3133757270984865,0.2267748024623101,104
31,869,1531,0.3620833333333333,869,0.3620833333333333,0,0.0,0,0.0,0,0.0,7,341,341,53,73,0,226,104,39,33,1.2088654453854195,0.5736617000783774,0.5128260263960338,0.4920312299499271,0.3299474846074345,0.3188843036972279,0.2335767566188171,104
32,901,1499,0.3754166666666667,901,0.3754166666666667,0,0.0,0,0.0,0,0.0,7,358,358,55,75,0,235,105,40,33,1.2396009956363343,0.6082628364387347,0.5321688308217591,0.5134938696759624,0.3409425255517518,0.328778885518552,0.2435690649228861,104
33,943,1457,0.3929166666666667,943,0.3929166666666667,0,0.0,0,0.0,0,0.0,7,371,371,58,83,0,247,110,41,33,1.2510740231762951,0.6318306829991194,0.5433321398661511,0.5269858469332362,0.3468611279073505,0.3339501309940852,0.249905076418272,104
34,987,1413,0.41125,987,0.41125,0,0.0,0,0.0,0,0.0,7,388,388,61,89,0,260,114,41,34,1.2572259906452083,0.6545924018858685,0.5540984954370132,0.5389005094225103,0.3512759388117343,0.3390378872171014,0.2555590461110776,104
35,1025,1375,0.4270833333333333,1025,0.4270833333333333,0,0.0,0,0.0,0,0.0,7,402,402,63,95,0,272,117,42,34,1.268729421674195,0.6843770054587487,0.5665190175410768,0.5533019115093895,0.3584568178962466,0.3443725727378609,0.2629264355165334,104
36,1062,1338,0.4425,1062,0.4425,0,0.0,0,0.0,0,0.0,7,412,412,66,102,0,281,124,43,34,1.2781354241510656,0.7136890654761735,0.576813658105925,0.5670778455938654,0.3652968494672924,0.3488933900177878,0.2699947248788064,104
37,1086,1314,0.4525,1086,0.4525,0,0.0,0,0.0,0,0.0,7,420,420,68,105,0,289,127,43,34,1.2987418591973174,0.7500147410516805,0.5939637304205412,0.5868151068529285,0.3754170656511046,0.3567582534136007,0.2796819511010385,104
38,1112,1288,0.4633333333333333,1112,0.4633333333333333,0,0.0,0,0.0,0,0.0,7,425,425,69,110,0,301,130,43,34,1.310427493723359,0.783309719338052,0.6076667872649641,0.603389015142778,0.3833160711226551,0.3636626408866064,0.2880204034052671,104
39,1134,1266,0.4725,1134,0.4725,0,0.0,0,0.0,0,0.0,7,428,428,71,117,0,307,134,43,34,1.3216490281914162,0.8153865671195076,0.622268440368203,0.6207822360567534,0.3912812422047103,0.3707118843059234,0.2962330249218843,104
40,1151,1249,0.4795833333333333,1151,0.4795833333333333,0,0.0,0,0.0,0,0.0,7,430,430,72,119,0,315,136,44,35,1.332997976327479,0.8488162731556638,0.6376319123918602,0.6392926654126557,0.4001583086072036,0.3785533205996481,0.3048148398562877,104
41,1171,1229,0.4879166666666666,1171,0.4879166666666666,0,0.0,0,0.0,0,0.0,7,437,437,72,124,0,321,137,44,36,1.3345366932192648,0.8775275639299356,0.649562597827551,0.6540578387531484,0.406382308111119,0.3839560556775358,0.3115684138022243,104
42,1184,1216,0.4933333333333333,1184,0.4933333333333333,0,0.0,0,0.0,0,0.0,7,438,438,72,125,0,327,142,44,36,1.3394814499904832,0.9076708611704034,0.6630052032207524,0.670894020885299,0.4146425700504489,0.3906264577463538,0.3190061034058617,104
43,1194,1206,0.4975,1194,0.4975,0,0.0,0,0.0,0,0.0,7,443,443,72,126,0,331,142,44,36,1.341955456780881,0.938725351476702,0.6769265808290621,0.687599392030866,0.4218535409229342,0.3973712168194869,0.3263660030066338,104
44,1203,1197,0.50125,1203,0.50125,0,0.0,0,0.0,0,0.0,7,445,445,72,127,0,335,144,44,36,1.34018638435547,0.9688264860323048,0.6894260886673687,0.7025278233539127,0.428213979208668,0.4029878658684955,0.3330331439765599,104
45,1212,1188,0.505,1212,0.505,0,0.0,0,0.0,0,0.0,7,449,449,72,129,0,337,145,44,36,1.3333822031454832,0.996300690121433,0.7000041613740448,0.7154142609898576,0.4333412566174401,0.4073722007740012,0.3386029966712207,104
46,1214,1186,0.5058333333333334,1214,0.5058333333333334,0,0.0,0,0.0,0,0.0,7,449,449,73,129,0,338,145,44,36,1.3298579749216426,1.0273120204155342,0.7125882987876624,0.7304169225423377,0.4395274359759019,0.4132131066158253,0.3451123858517549,104
47,1220,1180,0.5083333333333333,1220,0.5083333333333333,0,0.0,0,0.0,0,0.0,7,451,451,73,132,0,338,145,44,37,1.317378187494344,1.0510205848409957,0.7209101008017204,0.7407381291167634,0.4432164575937892,0.4169100761940092,0.3492017084823869,104
48,1223,1177,0.5095833333333334,1223,0.5095833333333334,0,0.0,0,0.0,0,0.0,7,452,452,73,133,0,339,145,44,37,1.3041961969048756,1.0749309911327989,0.729055773527943,0.7509802576101949,0.4468111409875419,0.4204023434421622,0.3531413314919099,104
49,1228,1172,0.5116666666666667,1228,0.5116666666666667,0,0.0,0,0.0,0,0.0,7,454,454,73,135,0,339,145,44,38,1.2860597047022713,1.094189366400546,0.7344389998135503,0.7581419460399085,0.4487363424933975,0.4220376288373955,0.3554475583900418,104
50,1229,1171,0.5120833333333333,1229,0.5120833333333333,0,0.0,0,0.0,0,0.0,7,455,455,73,135,0,339,145,44,38,1.26946009143524,1.116799094992583,0.7406328065527565,0.7660784727520342,0.4510767044357562,0.4243033311467582,0.3582817872310282,104
51,1231,1169,0.5129166666666667,1231,0.5129166666666667,0,0.0,0,0.0,0,0.0,7,455,455,73,136,0,339,145,44,39,1.2499677102470172,1.1360515669953632,0.7446560227236442,0.7716528215494615,0.4521811568269811,0.4254415331721145,0.3598703834993451,104
52,1234,1166,0.5141666666666667,1234,0.5141666666666667,0,0.0,0,0.0,0,0.0,7,458,458,73,136,0,339,145,44,39,1.2281413489232955,1.1524469457651252,0.7465130825202114,0.7751225044270419,0.452294060905523,0.425492014917082,0.3603373618369113,104
53,1235,1165,0.5145833333333333,1235,0.5145833333333333,0,0.0,0,0.0,0,0.0,7,458,458,74,136,0,339,145,44,39,1.2068274433807114,1.169062006450808,0.7484807977395788,0.7784447315946849,0.4520332784789687,0.4253937039949962,0.3606521515206542,104
54,1239,1161,0.51625,1239,0.51625,0,0.0,0,0.0,0,0.0,7,459,459,74,137,0,340,145,45,39,1.1818116230982083,1.1815919452542984,0.7476046877591004,0.7785877934735828,0.4501290089210658,0.423901057700168,0.3594036612410016,104
55,1240,1160,0.5166666666666667,1240,0.5166666666666667,0,0.0,0,0.0,0,0.0,7,461,461,74,137,0,340,145,44,39,1.1584517915320138,1.195647963289201,0.746516098056101,0.7793696042313302,0.4476987060579538,0.4225376521293802,0.3582555499861605,104
56,1238,1162,0.5158333333333334,1238,0.5158333333333334,0,0.0,0,0.0,0,0.0,7,461,461,74,137,0,338,145,44,39,1.1371943763640835,1.2128016832401225,0.7454948931759414,0.779433550559903,0.4462192195730346,0.4215687760971137,0.3574919302468572,104
57,1237,1163,0.5154166666666666,1237,0.5154166666666666,0,0.0,0,0.0,0,0.0,7,462,462,74,137,0,338,144,43,39,1.1138619783211177,1.2289574844902444,0.7419409261670149,0.7774951400532429,0.4428277673915626,0.4189336200975165,0.3556434876915062,104
58,1230,1170,0.5125,1230,0.5125,0,0.0,0,0.0,0,0.0,7,461,461,74,136,0,337,142,41,39,1.0931892097429918,1.2452262035450257,0.7389911613198057,0.7764389031188265,0.4387933857955918,0.4164587402813868,0.3539827099632885,104
59,1221,1179,0.50875,1221,0.50875,0,0.0,0,0.0,0,0.0,7,460,460,74,136,0,334,139,40,38,1.0729140543974909,1.2651498752724946,0.7338815578400009,0.7738933515533502,0.4352716436468224,0.4124797892351652,0.3522027354173695,104
60,1207,1193,0.5029166666666667,1207,0.5029166666666667,0,0.0,0,0.0,0,0.0,7,456,456,74,135,0,331,136,38,37,1.052976493062675,1.2835532936720166,0.7285070098394775,0.7713436293563504,0.4300570751146484,0.4085271339822141,0.3495970597124065,104
61,1184,1216,0.4933333333333333,1184,0.4933333333333333,0,0.0,0,0.0,0,0.0,7,453,453,74,134,0,321,129,36,37,1.0342279241763468,1.2984427473564528,0.7186289953834811,0.7638289886205447,0.4271314691158997,0.404005381671092,0.34685766734133,104
62,1148,1252,0.4783333333333333,1148,0.4783333333333333,0,0.0,0,0.0,0,0.0,7,445,445,72,131,0,312,122,30,36,1.0162851920497942,1.315860730037987,0.7092048032703143,0.7598324031787241,0.420091229280885,0.3986597604894915,0.343974177483613,104
63,1117,1283,0.4654166666666666,1117,0.4654166666666666,0,0.0,0,0.0,0,0.0,7,432,432,71,131,0,308,111,28,36,0.9981715709299268,1.3337933027579822,0.701889530681678,0.7562099402438086,0.4182374000261161,0.3900515124427991,0.3400299601025803,104
64,1070,1330,0.4458333333333333,1070,0.4458333333333333,0,0.0,0,0.0,0,0.0,7,414,414,70,127,0,298,103,27,31,0.9821443353790223,1.3480642986903948,0.6946308120173064,0.7538357889719988,0.4123517712759657,0.3824326782989763,0.3363427194634708,104
65,1004,1396,0.4183333333333333,1004,0.4183333333333333,0,0.0,0,0.0,0,0.0,7,395,395,66,124,0,280,90,21,28,0.9672597073018848,1.353593826599928,0.679725729318354,0.7492340739786484,0.4077409812012409,0.3721914300379923,0.332732509456648,104
66,939,1461,0.39125,939,0.39125,0,0.0,0,0.0,0,0.0,7,377,377,63,120,0,259,77,18,25,0.953619009028374,1.3581696611296148,0.6631355615155574,0.7400591855329577,0.4054026342113213,0.3621016985257076,0.3292836387410158,104
67,864,1536,0.36,864,0.36,0,0.0,0,0.0,0,0.0,7,349,349,61,107,0,236,71,18,22,0.9412618265305048,1.353565906174769,0.6589940657745003,0.7320401383949915,0.3997428730772793,0.3625174494278819,0.3257814004147739,104
68,799,1601,0.3329166666666667,799,0.3329166666666667,0,0.0,0,0.0,0,0.0,7,327,327,56,96,0,218,66,17,19,0.9275729763850908,1.3538372793691993,0.6541920863782321,0.7254218119785982,0.3915338325195166,0.3578973970973313,0.3218476100666534,104
69,742,1658,0.3091666666666666,742,0.3091666666666666,0,0.0,0,0.0,0,0.0,7,306,306,50,87,0,206,60,17,16,0.9148526809176216,1.3559462170561394,0.6527753332783934,0.7220501085935527,0.3845683094351313,0.3483974194179225,0.317021998173003,104
70,675,1725,0.28125,675,0.28125,0,0.0,0,0.0,0,0.0,7,282,282,45,75,0,193,51,16,13,0.9031694599197552,1.3502191393408391,0.6511268975669183,0.7165009253468858,0.3742200874408493,0.3377282800176883,0.312360935669778,104
71,606,1794,0.2525,606,0.2525,0,0.0,0,0.0,0,0.0,7,251,251,43,68,0,176,46,9,13,0.8916323132877458,1.343389320542378,0.6454211405796971,0.7186648251870815,0.3650239765908235,0.3414864270677938,0.3074939258800845,104
72,545,1855,0.2270833333333333,545,0.2270833333333333,0,0.0,0,0.0,0,0.0,7,226,226,40,57,0,163,42,7,10,0.8798164266728014,1.3383216051744593,0.6463435693196405,0.7175204322444101,0.3491027889023804,0.33898135848416,0.302058493296624,104
73,484,1916,0.2016666666666666,484,0.2016666666666666,0,0.0,0,0.0,0,0.0,7,202,202,36,48,0,144,40,5,9,0.8684387439924517,1.3385811348491587,0.6431667529397691,0.7114072628406879,0.3370046108737998,0.3418989274673469,0.2966756554494968,104
74,431,1969,0.1795833333333333,431,0.1795833333333333,0,0.0,0,0.0,0,0.0,7,180,180,29,44,0,134,32,4,8,0.8580262176503937,1.3419512405456366,0.6430219608080618,0.7152610702392495,0.3350776889747678,0.3237608297499441,0.292103905979412,104
75,371,2029,0.1545833333333333,371,0.1545833333333333,0,0.0,0,0.0,0,0.0,7,155,155,23,39,0,121,26,3,4,0.8467293609244928,1.3316960380374308,0.6403469321130189,0.7246687276292345,0.3249998652804162,0.3033781648478821,0.2864596844785554,104
76,314,2086,0.1308333333333333,314,0.1308333333333333,0,0.0,0,0.0,0,0.0,7,136,136,19,29,0,102,21,3,4,0.8396194113950344,1.312801746903543,0.6365793984628454,0.705179680281584,0.3134084994082971,0.2987059845899742,0.2816762003786319,104
77,270,2130,0.1125,270,0.1125,0,0.0,0,0.0,0,0.0,7,114,114,18,26,0,88,19,2,3,0.8319204405445352,1.287423990097948,0.6361863251536904,0.7125228525557035,0.3122035051224152,0.3055280693116718,0.2756666820314982,104
78,229,2171,0.0954166666666666,229,0.0954166666666666,0,0.0,0,0.0,0,0.0,7,98,98,15,21,0,75,16,2,2,0.8265806227269509,1.267255329822478,0.63572804744528,0.7086755053417603,0.3061126973600354,0.3010994820541948,0.2711852883965734,104
